1037,2025-04-20 00:00:00,C007,Rohan Mehta,UPI,5700,57,Completed,UPI,Hyderabad
1038,2025-04-23 00:00:00,C008,Ananya Rao,Bank Transfer,12800,128,Completed,Net Banking,Chennai
1039,2025-04-26 00:00:00,C009,Karan Shah,Card Payment,7200,144,Completed,Credit Card,Mumbai
1040,2025-04-29 00:00:00,C010,Isha Kapoor,UPI,4300,43,Completed,UPI,Delhi
1041,2025-05-02 00:00:00,C001,Aarav Sharma,UPI,4800,48,Completed,UPI,Mumbai
1042,2025-05-05 00:00:00,C002,Priya Patel,Card Payment,7400,148,Completed,Credit Card,Pune
1043,2025-05-08 00:00:00,C003,Rahul Verma,Bank Transfer,13800,138,Completed,Net Banking,Delhi
1044,2025-05-11 00:00:00,C004,Sneha Joshi,UPI,3500,35,Completed,UPI,Bangalore
1045,2025-05-14 00:00:00,C005,Vikram Singh,Card Payment,9200,184,Completed,Debit Card,Mumbai
1046,2025-05-17 00:00:00,C006,Neha Gupta,Wallet,4900,98,Completed,Wallet,Pune
1047,2025-05-20 00:00:00,C007,Rohan Mehta,UPI,6200,62,Completed,UPI,Hyderabad
1048,2025-05-23 00:00:00,C008,Ananya Rao,Bank Transfer,14100,141,Completed,Net Banking,Chennai
1049,2025-05-26 00:00:00,C009,Karan Shah,Card Payment,7800,156,Failed,Credit Card,Mumbai
1050,2025-05-29 00:00:00,C010,Isha Kapoor,UPI,4700,47,Completed,UPI,Delhi
1051,2025-06-02 00:00:00,C001,Aarav Sharma,UPI,5300,53,Completed,UPI,Mumbai
1052,2025-06-05 00:00:00,C002,Priya Patel,Card Payment,8100,162,Completed,Credit Card,Pune
1053,2025-06-08 00:00:00,C003,Rahul Verma,Bank Transfer,15200,152,Completed,Net Banking,Delhi
1054,2025-06-11 00:00:00,C004,Sneha Joshi,UPI,3900,39,Completed,UPI,Bangalore
1055,2025-06-14 00:00:00,C005,Vikram Singh,Card Payment,9800,196,Completed,Debit Card,Mumbai
1056,2025-06-17 00:00:00,C006,Neha Gupta,Wallet,5300,106,Completed,Wallet,Pune
1057,2025-06-20 00:00:00,C007,Rohan Mehta,UPI,6700,67,Completed,UPI,Hyderabad
1058,2025-06-23 00:00:00,C008,Ananya Rao,Bank Transfer,15500,155,Completed,Net Banking,Chennai
1059,2025-06-26 00:00:00,C009,Karan Shah,Card Payment,8300,166,Completed,Credit Card,Mumbai
1060,2025-06-29 00:00:00,C010,Isha Kapoor,UPI,5100,51,Completed,UPI,Delhi
